"STOREID","GOLDCODE","ARTICLESTATUS","LV","SV","GoldCode_LV_SV","DESCRIPTION","COMMERCIALCONTRACT","SUPPLIERCODE","SUPPLIERNAME","DIVISION","DEPARTMENT","SUBDEPARTMENT","FAMILY","SUBFAMILY","PLANOGRAM","ATTRIB2","CURRENTSTOCK","FMCGDETENTION","OA","SA","BARCODE","OASTART","OAEND","MAINSUPPLIER","LEVERAGE","RETURNSTOCK","RETURNSTATUS","RETURNSTATUSDATE","FREQUENCY","DESFREQUENCY","DELIVERYPERIOD","COVERDAYS","ORDERMODE","FIXORDERQTY","MINQTY","PRESTOCK","PO","PO_QTY","PODATE","DELIVERYDATE","FREEFREIGHTTHRESHOLD","FREEFREIGHTUNIT","MINORDERFR","MAXORDERFR","UNIT","CATALOGUE","SKU_PU","COEF","ORDERMINPU","PRICELIST","STARTDATEPRICELIST","ENDDATEPRICELIST","COSTPRICE","LV","PURCHASEPRICE","NORMALPRICE","CLEARANCEPRICE","CATALOGUEPRICE","COMPLEMENTPRICE","SALESQTY","STOCKDAY","STOVAL"
"147-MOONLIGHT",="00066239","Active",0,0,="0006623900","NHIP MALION NB","P0540147",="3002759","CTY TNHH MTV TMDV THIÊN KIÊU","06-HBA AND COSMETIC","0620-BEAUTY CARE","062040-ACCESSORIES","06204001-BEAUTY ACCESS","0620400104-HAIR CLIP AND REMOVER","","",,"No","Yes","Yes",="8936039260776",19-OCT-23,31-DEC-49,"Yes",,,"","",1,Week,8,,1,,,,="",,,,200000,121,,50000000,121,"","41","20","",10900147,21-OCT-23,31-DEC-23,,0,8470,10800,,,,,,
"147-MOONLIGHT",="01021171","Active",1,1,="0102117111","KDR LIPZO TRE EM HUONG CHUOI 75G","P2560147",="3000907","CONG TY CO PHAN DILIGO HOLDINGS","06-HBA AND COSMETIC","0610-PERSONAL CARE","061030-ORAL CARE","06103004-ORAL KID","0610300401-01-TOOTHPASTE","","",32,"Yes","Yes","Yes",="8936066511124",11-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,4,12,10,,="",,,,200000,121,,50000000,121,"C327(27/12/2023-10/01/2024)","41","24","",10900147,03-AUG-23,31-DEC-49,28000,1,30800,41900,,,,,448,896000
"147-MOONLIGHT",="00971088","Active",1,1,="0097108811","ST TN  ORGANIC CARE KIDS BUBBLEBATH 400ML","Q0530147",="3004539","CONG TY TNHH PHAN PHOI GO DO","06-HBA AND COSMETIC","0630-BABY CARE","063010-BABY SKIN CARE","06301002-KID SKIN CARE","0630100204-HAIR& BODY","","",86,"Yes","Yes","Yes",="9310692483144",11-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,200000,121,,,,"","41","4","",20100147,02-DEC-23,31-DEC-23,96901,1,123000,165000,99000,,,3,1038,8333486
"147-MOONLIGHT",="00193894","Active",0,0,="0019389400","MN DAT SET VEDETTE COCOA 12G","",="","","06-HBA AND COSMETIC","0620-BEAUTY CARE","062010-FACIAL CARE","06201003-MASKS","0620100302-PAD","","",6,"Yes","No","Yes",="8936035201179",,,"No",,,"","",,,,,4,2,1,,="",,,,,,,,,"","","","",10900147,31-JUL-23,31-DEC-49,8196.3,,,12700,,,,,88,49177.8
"147-MOONLIGHT",="00957453","Active",1,1,="0095745311","BCDR DPNANO LEXUS SPIRAL CHARCOAL","",="","","06-HBA AND COSMETIC","0610-PERSONAL CARE","061030-ORAL CARE","06103002-TOOTHBRUSHES","0610300202-02-SOFT BRUSH","","",22,"Yes","No","Yes",="8936127270052",,,"No",,,"","",,,,,,,,,="",,,,,,,,,"","","","",10900147,01-JUL-23,31-DEC-49,16769.2,,,34600,,,,1,121,368922.4
"147-MOONLIGHT",="00944119","Active",1,1,="0094411911"," KEP TOC KAWAII 5R KIM SA ","P3880147",="3004230","CTY TNHH SX TM PHAT TRIEN HAN THINH","06-HBA AND COSMETIC","0620-BEAUTY CARE","062040-ACCESSORIES","06204003-HAIRCARE ACCESS","0620400302-BARETTES HAIR CLIPS","","",9,"Yes","Yes","Yes",="8936176841098",04-JUN-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,2000000,121,,,,"C326(14/12/2023-26/12/2023),C401(11/01/2024-24/01/2024)","41","12","",20500147,21-DEC-23,02-JAN-24,34077.35,1,,49000,,,44100,,631,306696.15
"147-MOONLIGHT",="00036342","Active",0,0,="0003634200","XB XMEN FIRE 90G","P0030147",="0950016","CTY CP MARICO SOUTH EAST ASIA","06-HBA AND COSMETIC","0610-PERSONAL CARE","061050-MEN CARE","06105002-BODY CARE","0610500202-BAR SOAP","","",38,"Yes","Yes","Yes",="8935136813199",06-AUG-22,31-DEC-49,"Yes",,,"","",1,Day,5,,4,12,10,,="",,,,1000000,121,,100000000,121,"","41","80","",10900147,01-AUG-22,31-DEC-49,17146.16,0,17273,22200,,,,,287,651554.1860465126
"147-MOONLIGHT",="00413290","Active",1,1,="0041329011","XKM ENCHANTEUR SENSATION 150ML","P0020147",="2150005","CONG TY TNHH WIPRO CONSUMER CARE VN","06-HBA AND COSMETIC","0610-PERSONAL CARE","061020-BATH AND BODY","06102006-DEODORANT","0610200602-SPRAY WOMEN","","",43,"Yes","Yes","Yes",="8992856897984",30-SEP-22,31-DEC-49,"Yes",,,"","",1,Day,8,,1,,,,="",,,,200000,121,,200000000,121,"","41","36","",10900147,06-MAY-22,31-DEC-49,72538.32,1,86818,100000,,,,1,1029,3119147.76
"147-MOONLIGHT",="00578248","Active",1,1,="0057824811","TG L'AFFAIR BE LOVE SOOTHING 500ML","P0290806",="806","SOUTHERN WAREHOUSE","06-HBA AND COSMETIC","0630-BABY CARE","063010-BABY SKIN CARE","06301001-BABY SKIN CARE","0630100108-BABY SHAMPOO & SHOWER 2IN1","","",0,"No","Yes","Yes",="9555063007332",10-JUL-23,31-DEC-49,"Yes",,,"","",1,Week,8,,15,,,2,="",,,,,,,,,"C326(14/12/2023-26/12/2023),C401(11/01/2024-24/01/2024)","41","12","",20500147,21-DEC-23,02-JAN-24,56514.29,1,,85400,,,70700,,0,0
"147-MOONLIGHT",="01038222","Active",1,1,="0103822211","DG DUOC LIEU THAI DUONG 7 PLUS 480ML","",="","","06-HBA AND COSMETIC","0610-PERSONAL CARE","061010-HAIR CARE","06101001-SHAMPOO","0610100101-ANTI-DANDRUFF","","",2,"Yes","No","Yes",="8936007206867",,,"No",,,"","",,,,,4,15,10,,="",,,,,,,,,"","","","",10900147,23-MAY-23,31-DEC-49,238350,,,306900,,,,,27,476700
"147-MOONLIGHT",="00430631","Active",1,1,="0043063111","DG SSK ONG MUOT RANG NGOI 1.4KG","P0010147",="1250016","CTY TNHH QUOC TE UNILEVER VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061010-HAIR CARE","06101001-SHAMPOO","0610100103-SOFT SMOOTH","","",14,"Yes","Yes","Yes",="8934868156895",27-APR-22,31-DEC-49,"Yes",,,"","",1,Day,4,,1,,,,="",,,,1500,181,,1000000000,121,"CHSP(17/11/2016-31/12/2049)","41","6","",10900147,19-DEC-23,31-DEC-49,229553.32,1,236909,287100,,,,,448,3213746.473809522
"147-MOONLIGHT",="00587457","Active",1,1,="0058745711","BVS DIANA SENSI SM KC 23CM 8M","Q1540147",="2250102","CN CTY CP DIANA UNICHARM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061040-FEMININE AND HYGIEN","06104001-DAY","0610400102-02-NON WOVEN","","",79,"Yes","Yes","Yes",="8934755010354",26-JUN-22,31-DEC-49,"Yes",,,"","",1,Day,5,,4,12,10,,="",,,,25000000,121,,400000000,121,"C326(14/12/2023-26/12/2023)","41","48","",10900147,04-JUL-23,31-DEC-49,16664.24,1,17182,21400,,,,7,154,1316474.57578271
"147-MOONLIGHT",="00035161","Active",0,0,="0003516100","DG DOVE PHUC HOI HU TON 640G","P0010147",="1250016","CTY TNHH QUOC TE UNILEVER VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061010-HAIR CARE","06101001-SHAMPOO","0610100102-ANTI-DAMAGE","","",28,"Yes","Yes","Yes",="8934868155751",11-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,4,,4,12,10,,="",,,,1500,181,,1000000000,121,"C327(27/12/2023-10/01/2024)","41","8","",10900147,02-JUN-23,31-DEC-49,108491.5,0,126818,145500,,,,1,117,3037762.13097644
"147-MOONLIGHT",="01015149","Active",1,1,="0101514911","XKM AXE ICE CHILL 135ML","P0010147",="1250016","CTY TNHH QUOC TE UNILEVER VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061050-MEN CARE","06105002-BODY CARE","0610500203-DEODORANT","","",20,"Yes","Yes","Yes",="8999999572730",27-APR-22,31-DEC-49,"Yes",,,"","",1,Day,4,,4,12,10,,="",,,,1500,181,,1000000000,121,"","41","12","",10900147,06-MAY-22,31-DEC-49,65013.81,1,85273,107500,,,,,92,1300276.225082136
"147-MOONLIGHT",="01379588","Active",1,1,="0137958811","BCDR DIEN COLGATE  PULSE XANH ","P2510147",="0350005","CTY TNHH COLGATE PALMOLIVE VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061030-ORAL CARE","06103002-TOOTHBRUSHES","0610300203-03-ELECTRIC","PLANO","",,"No","Yes","Yes",="8901314769176",17-AUG-23,31-DEC-49,"Yes",,,"","",1,Day,5,,15,,,2,="",,,,8000000,121,,200000000,121,"","41","6","",10900147,17-AUG-23,31-DEC-49,,1,872727,999000,,,,,,
"147-MOONLIGHT",="00355539","Active",1,1,="0035553911","ST.IVES SRM TAY TBDACHET TUOI MAT CX MO 170G","P2520147",="0461009","CONG TY TNHH DKSH VIET NAM","06-HBA AND COSMETIC","0620-BEAUTY CARE","062010-FACIAL CARE","06201001-FACIAL CLEANSER","0620100103-SCRUB","","",21,"Yes","Yes","Yes",="77043103609",11-MAY-22,31-DEC-49,"Yes",,,"","",1,Week,5,,4,2,1,,="",,,,5000000,121,,200000000,121,"","1","1","",10900147,01-AUG-23,31-DEC-49,110540,1,115200,146100,,,,,481,2321340
"147-MOONLIGHT",="01018078","Active",1,1,="0101807811","KX DOVE DTOC CHAC KHOE MATCH ANH DAO 610G","P0010147",="1250016","CTY TNHH QUOC TE UNILEVER VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061010-HAIR CARE","06101002-COND. AND TREATMENT","0610100201-CONDITIONERS","","",33,"Yes","Yes","Yes",="8934868161011",14-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,4,,4,12,10,,="",,,,1500,181,,1000000000,121,"C327(27/12/2023-10/01/2024)","41","8","",10900147,01-AUG-22,31-DEC-49,121429.68,1,153727,190000,,,,,822,4007179.485178584
"147-MOONLIGHT",="01241475","Active",1,1,="0124147511","KDR DARLIE TRANG SANG BAKING SODA 140G","P2520147",="0461009","CONG TY TNHH DKSH VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061030-ORAL CARE","06103001-TOOTHPASTE","0610300102-02-WHITENERS","PLANO","",40,"Yes","Yes","Yes",="4891338038348",31-AUG-22,31-DEC-49,"Yes",,,"","",1,Week,5,,4,12,10,,="",,,,5000000,121,,200000000,121,"","41","72","",10900147,16-SEP-23,31-DEC-49,28080,1,31200,40600,,,,,304,1123200
"147-MOONLIGHT",="01008499","Active",1,1,="0100849911","ST NAM GOTA N.HOA URBAN 420ML","PROMO",="3003604","CONG TY CO PHAN VENUS INC. VIETNAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061050-MEN CARE","06105002-BODY CARE","0610500201-LIQUID SOAP","","",9,"Yes","Yes","Yes",="8938540061293",24-JUL-22,31-DEC-49,"No",,,"","",1,Day,10,,1,,,,="",,,,,,,,,"C327(27/12/2023-10/01/2024)","41","12","",10900147,17-AUG-22,31-DEC-49,106364,1,,138900,,,,,968,957276
"147-MOONLIGHT",="00548832","Active",1,1,="0054883211","ST SPA NATURES ORGANICS WILD LAVENDER 400ML","Q0530147",="3004539","CONG TY TNHH PHAN PHOI GO DO","06-HBA AND COSMETIC","0610-PERSONAL CARE","061020-BATH AND BODY","06102001-LIQUID SOAPS","0610200105-IMPORTED","","",5,"Yes","Yes","Yes",="9310692080343",14-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,200000,121,,,,"","41","4","",20100147,02-DEC-23,31-DEC-23,70299,1,89455,120000,79000,,,,110,351495
"147-MOONLIGHT",="00758169","Active",1,1,="0075816911","DG NH XMEN WOOD THOM LAU 900G","P0030147",="0950016","CTY CP MARICO SOUTH EAST ASIA","06-HBA AND COSMETIC","0610-PERSONAL CARE","061050-MEN CARE","06105001-HAIR CARE","0610500101-01-SHAMPOO","","",22,"Yes","Yes","Yes",="8935136861558",29-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,5,,4,12,10,,="",,,,1000000,121,,100000000,121,"C401(11/01/2024-24/01/2024)","41","12","",10900147,27-APR-23,31-DEC-49,144363.64,1,187727,233900,,,,,464,3175999.976470596
"147-MOONLIGHT",="01022604","Active",1,1,="0102260411","DẦU GỘI PIGEON JOJOBA 700ML","Q1560147",="1350154","CTY CO PHAN QUOC TE MINH VIET","06-HBA AND COSMETIC","0630-BABY CARE","063010-BABY SKIN CARE","06301001-BABY SKIN CARE","0630100101-BABY SHAMPOO","","",27,"Yes","Yes","Yes",="8935103705038",14-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,2000000,121,,50000000,121,"","41","24","",10900147,10-JUN-23,31-DEC-49,114766.2,1,150155,197900,,,,,914,3098687.4
"147-MOONLIGHT",="00190948","Active",0,0,="0019094800","DG PANTENE NGAN RUNG TOC 900G","P0670806",="806","SOUTHERN WAREHOUSE","06-HBA AND COSMETIC","0610-PERSONAL CARE","061010-HAIR CARE","06101001-SHAMPOO","0610100102-ANTI-DAMAGE","","",35,"Yes","Yes","Yes",="4987176208927",04-DEC-23,31-DEC-49,"Yes",,,"","",1,Day,3,,4,12,10,,="",,,,,,,,,"C326(14/12/2023-26/12/2023),C327(27/12/2023-10/01/2024)","41","6","",20300147,14-DEC-23,26-DEC-23,153321.28,0,,218800,,169900,,2,123,5366244.62766931
"147-MOONLIGHT",="00943054","Active",1,1,="0094305411","TQ PAMPERS SJ XXL56","P0670806",="806","SOUTHERN WAREHOUSE","06-HBA AND COSMETIC","0630-BABY CARE","063020-BABY DIAPERS","06302002-PANTS","0630200204-EXTRA LARGE","","",1,"Yes","Yes","Yes",="4902430907392",04-DEC-23,31-DEC-49,"Yes",,,"","",1,Day,3,,4,2,1,,="",,,,,,,,,"","41","2","",10900147,22-DEC-23,31-DEC-49,338553.54,1,,460300,,,,,48,338553.542232143
"147-MOONLIGHT",="01213314","Active",1,1,="0121331411","LKM NIVEA NGOC TRAI  50ML","P2530147",="0461011","CONG TY TNHH DKSH VIET NAM - NIVEA","06-HBA AND COSMETIC","0610-PERSONAL CARE","061020-BATH AND BODY","06102006-DEODORANT","0610200601-ROLL ON AND STICK WOMEN","","",33,"Yes","Yes","Yes",="8850029037684",01-OCT-22,31-DEC-49,"Yes",,,"","",1,Week,5,,4,12,10,,="",,,,200000,121,,100000000,121,"C327(27/12/2023-10/01/2024)","1","1","",10900147,03-NOV-22,31-DEC-49,57935.84,1,72727,91900,,,,1,25,1911882.8044281141
"147-MOONLIGHT",="00531505","Active",1,1,="0053150511","BVS DIANA SENSI COOL FRESH 23CM - 8M","Q1540147",="2250102","CN CTY CP DIANA UNICHARM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061040-FEMININE AND HYGIEN","06104001-DAY","0610400102-02-NON WOVEN","","",68,"Yes","Yes","Yes",="8934755020049",04-JUN-22,31-DEC-49,"Yes",,,"","",1,Day,5,,4,12,10,,="",,,,25000000,121,,400000000,121,"C401(11/01/2024-24/01/2024)","41","48","",10900147,25-OCT-23,31-DEC-49,18624,4,18148,23600,,,,46,24,1266432
"147-MOONLIGHT",="00590731","Active",1,1,="0059073111","KDR SENSODYNE REPAIR& PROTECT FRESH 100G","P2540147",="3000862","CTY TNHH DKSH VIET NAM - GSK","06-HBA AND COSMETIC","0610-PERSONAL CARE","061030-ORAL CARE","06103001-TOOTHPASTE","0610300104-04-SENSITIVE","","",20,"Yes","Yes","Yes",="8851007198397",24-AUG-23,31-DEC-49,"Yes",,,"","",1,Day,6,,4,12,10,,="",,,,200000,121,,100000000,121,"","41","12","",10900147,14-NOV-23,31-DEC-49,78180.39,1,78182,97900,,,,,76,1563607.707776838
"147-MOONLIGHT",="01252179","Active",1,1,="0125217911","LO5 BCDR P/S LONG TO MEM MAI","P0010147",="1250016","CTY TNHH QUOC TE UNILEVER VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061030-ORAL CARE","06103002-TOOTHBRUSHES","0610300202-02-SOFT BRUSH","","",20,"Yes","Yes","Yes",="8934839129224",11-NOV-22,31-DEC-49,"Yes",,,"","",1,Day,4,,4,12,10,,="",,,,1500,181,,1000000000,121,"C327(27/12/2023-10/01/2024)","41","24","",10900147,01-JUL-23,31-DEC-49,49923.73,1,56574,67600,,,,2,31,998474.525462962
"147-MOONLIGHT",="01022580","Active",1,1,="0102258011","KHAU TRANG 3D MASK MAX BLOCK 5C","",="","","06-HBA AND COSMETIC","0640-HEALTH CARE","064020-DAILY CARE","06402002-PROTECT MASK","0640200201-NORMAL","","",56,"Yes","No","Yes",="8934755042300",,,"No",,,"","",,,,,,,,,="",,,,,,,,,"","","","",10900147,01-JUL-23,31-DEC-49,26159.09,,,34300,,,,,309,1464909.0649140528
"147-MOONLIGHT",="01245980","Active",1,1,="0124598011","KRM OXY ANTI-BLACKHEAD WASH 100G","PROMO",="2050005","C.TY TNHH DV TN THANH NGOC","06-HBA AND COSMETIC","0610-PERSONAL CARE","061050-MEN CARE","06105003-FACIAL CARE","0610500301-CLEANSER","PLANO","",,"No","Yes","Yes",="8935006544642",17-JUN-23,31-DEC-49,"No",,,"","",1,Day,4,,1,,,,="",,,,,,,,,"C326(14/12/2023-26/12/2023),C401(11/01/2024-24/01/2024)","1","1","",20500147,21-DEC-23,02-JAN-24,,1,,79300,,,71500,,,
"147-MOONLIGHT",="00409448","Active",1,1,="0040944811","KEM RM CLH HADALABO 80G","P1520147",="2050005","C.TY TNHH DV TN THANH NGOC","06-HBA AND COSMETIC","0620-BEAUTY CARE","062010-FACIAL CARE","06201002-FACIAL TREATMENT","0620100202-ANTI AGEING","","",28,"Yes","Yes","Yes",="8935006537637",21-JUN-22,31-DEC-49,"Yes",,,"","",1,Week,5,,4,2,1,,="",,,,7000000,121,,200000000,121,"C327(27/12/2023-10/01/2024)","1","1","",10900147,21-JUN-22,31-DEC-49,65569.68,1,72818,88000,,,,1,251,1835951.1083168976
"147-MOONLIGHT",="01241153","Active",1,1,="0124115311","XKM FANTASY HUONG QUYEN RU 30ML                   ","P1590147",="1950004","CONG TY MY PHAM SAI GON","06-HBA AND COSMETIC","0610-PERSONAL CARE","061020-BATH AND BODY","06102006-DEODORANT","0610200602-SPRAY WOMEN","","",,"No","Yes","No",="8934662330118",27-AUG-22,31-DEC-49,"Yes",,,"","",1,Week,5,,1,,,,="",,,,2000000,121,,200000000,121,"","41","12","",,,,,1,40909,,,,,,,
"147-MOONLIGHT",="00856285","Active",1,1,="0085628511","BVS SOFY SKIN COMFORT ULTRA THIN 29CM15M","Q1540147",="2250102","CN CTY CP DIANA UNICHARM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061040-FEMININE AND HYGIEN","06104001-DAY","0610400102-02-NON WOVEN","","",9,"Yes","Yes","Yes",="4903111332564",26-JUN-22,31-DEC-49,"Yes",,,"","",1,Day,5,,4,12,10,,="",,,,25000000,121,,400000000,121,"","41","24","",10900147,16-SEP-23,31-DEC-49,66576.92,1,68636,84500,,,,2,50,599192.28
"147-MOONLIGHT",="01022593","Active",1,1,="0102259311","SRM NEUTROGENA NGUA MUN DAU DEN 100G","Q1790147",="3002740","CTY TNHH DKSH VIET NAM","06-HBA AND COSMETIC","0620-BEAUTY CARE","062010-FACIAL CARE","06201001-FACIAL CLEANSER","0620100101-CLEANSER","","",,"No","Yes","Yes",="8850007541684",09-JUL-22,31-DEC-49,"Yes",,,"","",1,Day,6,,1,,,,="",,,,200000,121,,100000000,121,"","41","12","",10900147,03-AUG-23,31-DEC-49,,1,102273,122500,,,,,,
"147-MOONLIGHT",="01396718","Active",1,1,="0139671811","XKM ROMANO GRANDIOSE 150ML","P0020147",="2150005","CONG TY TNHH WIPRO CONSUMER CARE VN","06-HBA AND COSMETIC","0610-PERSONAL CARE","061050-MEN CARE","06105002-BODY CARE","0610500203-DEODORANT","PLANO","",,"No","Yes","Yes",="8935212813495",12-OCT-23,31-DEC-49,"Yes",,,"","",1,Day,8,,15,,,2,="",,,,200000,121,,200000000,121,"C326(14/12/2023-26/12/2023)","41","24","",20500147,21-DEC-23,02-JAN-24,,1,80455,102000,,,89000,,,
"147-MOONLIGHT",="00993704","Active",1,1,="0099370411","LO 2+1 BCDR COLGATE IN BETWEEN CLEAN","P2510147",="0350005","CTY TNHH COLGATE PALMOLIVE VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061030-ORAL CARE","06103002-TOOTHBRUSHES","0610300202-02-SOFT BRUSH","","",28,"Yes","Yes","Yes",="8850006332436",14-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,8000000,121,,200000000,121,"C326(14/12/2023-26/12/2023)","41","24","",20500147,21-DEC-23,02-JAN-24,35508.27,2,40909,52900,,,47500,,273,994231.5999999992
"147-MOONLIGHT",="00883472","Active",1,1,="0088347211","DG H&S DA DAU NGUA 1.2L","P0670806",="806","SOUTHERN WAREHOUSE","06-HBA AND COSMETIC","0610-PERSONAL CARE","061010-HAIR CARE","06101001-SHAMPOO","0610100101-ANTI-DANDRUFF","","",18,"Yes","Yes","Yes",="4902430876209",04-DEC-23,31-DEC-49,"Yes",,,"","",1,Day,3,,4,12,10,,="",,,,,,,,,"C326(14/12/2023-26/12/2023),C401(11/01/2024-24/01/2024)","41","6","",20300147,14-DEC-23,26-DEC-23,228001.66,1,,322700,,262700,,1,321,4104029.79755622
"147-MOONLIGHT",="00944154","Active",1,1,="0094415411","LO XO COT TOC KAWAII MAU TRONG","P3880147",="3004230","CTY TNHH SX TM PHAT TRIEN HAN THINH","06-HBA AND COSMETIC","0620-BEAUTY CARE","062040-ACCESSORIES","06204003-HAIRCARE ACCESS","0620400303-PONEY TAILS HOLDERS","","",,"No","Yes","Yes",="8936176841494",04-JUN-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,2000000,121,,,,"","41","12","",10900147,19-AUG-23,31-DEC-23,,1,15545,19100,,,,,,
"147-MOONLIGHT",="00401035","Active",1,1,="0040103511","DAU GOI DOVE PHUC HOI HU TON 1.4KG","P0010147",="1250016","CTY TNHH QUOC TE UNILEVER VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061010-HAIR CARE","06101001-SHAMPOO","0610100102-ANTI-DAMAGE","","",15,"Yes","Yes","Yes",="8934868155737",14-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,4,,4,12,10,,="",,,,1500,181,,1000000000,121,"C327(27/12/2023-10/01/2024)","41","6","",10900147,02-JUN-23,31-DEC-49,203123.99,1,270000,326700,,,,,927,3046859.825294115
"147-MOONLIGHT",="00541453","Active",1,1,="0054145311","SMT FELINA LAVALSE CS732","",="","","06-HBA AND COSMETIC","0620-BEAUTY CARE","062040-ACCESSORIES","06204005-NAIL CARE","0620400502-NAIL POLISH","","",7,"Yes","No","Yes",="8936083053355",,,"No",,,"","",,,,,,,,,="",,,,,,,,,"","","","",10900147,01-AUG-23,31-DEC-49,28364,,,47700,,,,,2457,198548
"147-MOONLIGHT",="00760636","Active",1,1,="0076063611","DG PANTENE NHAT MEM MUOT 450ML","P0670806",="806","SOUTHERN WAREHOUSE","06-HBA AND COSMETIC","0610-PERSONAL CARE","061010-HAIR CARE","06101001-SHAMPOO","0610100102-ANTI-DAMAGE","","",13,"Yes","Yes","Yes",="4902430754613",04-DEC-23,31-DEC-49,"Yes",,,"","",1,Day,3,,4,12,10,,="",,,,,,,,,"C326(14/12/2023-26/12/2023),C401(11/01/2024-24/01/2024)","41","9","",20500147,21-DEC-23,02-JAN-24,93776.15,1,,156900,,,133900,1,137,1219089.9482906651
"147-MOONLIGHT",="01243717","Active",1,1,="0124371711","GEL TAM FELINA TINH DAU OLIU & HANH NHAN 800ML","",="","","06-HBA AND COSMETIC","0610-PERSONAL CARE","061020-BATH AND BODY","06102001-LIQUID SOAPS","0610200104-MOISTURE","PLANO","",11,"Yes","No","Yes",="8935293102181",,,"No",,,"","",,,,,,,,,="",,,,,,,,,"","","","",10900147,09-DEC-22,31-DEC-49,149999.56,,,208700,,,,,465,1649995.147058819
"147-MOONLIGHT",="01394223","Active",1,1,="0139422311","DG ELASTINE ORGANIST GINGER 500ML","P0050147",="1250057","CONG TY TNHH MY PHAM LG-VINA","06-HBA AND COSMETIC","0610-PERSONAL CARE","061010-HAIR CARE","06101001-SHAMPOO","0610100106-IMPORTED","PLANO","",,"No","Yes","Yes",="8801051199062",20-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,8,,15,,,2,="",,,,2000000,121,,50000000,121,"C401(11/01/2024-24/01/2024)","41","9","",10900147,23-SEP-23,31-DEC-49,,1,135455,168000,,,,,,
"147-MOONLIGHT",="00919091","Active",1,1,="0091909111","LO2 BCDR COL 360 CHARCOAL SPIRAL","P2510147",="0350005","CTY TNHH COLGATE PALMOLIVE VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061030-ORAL CARE","06103002-TOOTHBRUSHES","0610300202-02-SOFT BRUSH","","",29,"Yes","Yes","Yes",="8850006332030",27-APR-22,31-DEC-49,"Yes",,,"","",1,Day,5,,4,12,10,,="",,,,8000000,121,,200000000,121,"C327(27/12/2023-10/01/2024)","41","12","",10900147,01-JUL-23,31-DEC-49,55647.25,1,58455,72500,,,,1,174,1613770.3144450847
"147-MOONLIGHT",="01016306","Active",1,1,="0101630611","TG XMEN 2IN1 BOSS INTENSE 850G","P0030147",="0950016","CTY CP MARICO SOUTH EAST ASIA","06-HBA AND COSMETIC","0610-PERSONAL CARE","061050-MEN CARE","06105002-BODY CARE","0610500201-LIQUID SOAP","","",43,"Yes","Yes","Yes",="8935136863910",11-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,4,12,10,,="",,,,1000000,121,,100000000,121,"","41","12","",10900147,27-APR-23,31-DEC-49,154095.04,1,195001,248900,,,,1,423,6626086.575812056
"147-MOONLIGHT",="00798702","Active",1,1,="0079870211","SON BONG SIEU NHANH FELINA CB007","P0250147",="3000863","CTY TNHH DV-TM THANH NGOC","06-HBA AND COSMETIC","0620-BEAUTY CARE","062040-ACCESSORIES","06204005-NAIL CARE","0620400502-NAIL POLISH","","",0,"No","Yes","Yes",="8936083059371",27-APR-22,31-DEC-49,"Yes",,,"","",1,Day,5,,4,2,1,,="",,,,1000000,121,,50000000,121,"","41","6","",10900147,02-AUG-23,31-DEC-49,35455,1,35455,47700,,,,,0,0
"147-MOONLIGHT",="01022416","Active",1,1,="0102241611","GOI NHUOM BLACK DEN 30ML","P4000147",="3005205","CTY TNHH SX TM DV CONTRA","06-HBA AND COSMETIC","0610-PERSONAL CARE","061010-HAIR CARE","06101004-HAIR COLORING","0610100402-OTHER","","",20,"Yes","Yes","Yes",="8936051018881",19-APR-23,31-DEC-49,"Yes",,,"","",1,Day,5,,4,12,10,,="",,,,200000,121,,,,"","41","50","",10900147,06-MAY-22,31-DEC-49,18547,1,21820,23000,,,,7,83,370940
