"STOREID","GOLDCODE","ARTICLESTATUS","LV","SV","GoldCode_LV_SV","DESCRIPTION","COMMERCIALCONTRACT","SUPPLIERCODE","SUPPLIERNAME","DIVISION","DEPARTMENT","SUBDEPARTMENT","FAMILY","SUBFAMILY","PLANOGRAM","ATTRIB2","CURRENTSTOCK","FMCGDETENTION","OA","SA","BARCODE","OASTART","OAEND","MAINSUPPLIER","LEVERAGE","RETURNSTOCK","RETURNSTATUS","RETURNSTATUSDATE","FREQUENCY","DESFREQUENCY","DELIVERYPERIOD","COVERDAYS","ORDERMODE","FIXORDERQTY","MINQTY","PRESTOCK","PO","PO_QTY","PODATE","DELIVERYDATE","FREEFREIGHTTHRESHOLD","FREEFREIGHTUNIT","MINORDERFR","MAXORDERFR","UNIT","CATALOGUE","SKU_PU","COEF","ORDERMINPU","PRICELIST","STARTDATEPRICELIST","ENDDATEPRICELIST","COSTPRICE","LV","PURCHASEPRICE","NORMALPRICE","CLEARANCEPRICE","CATALOGUEPRICE","COMPLEMENTPRICE","SALESQTY","STOCKDAY","STOVAL"
"147-MOONLIGHT",="01267458","Active",1,1,="0126745811","72 DO CHOI DI BIEN YF 3562","C0020147",="2050598","CO SO BUI DUC BAC","02-HOME LINE","0230-LEISURE","023010-TOYS","02301004-BEACH TOY","0230100414-SAND PLAY SET","","",,"No","Yes","Yes",="8935094839002",17-MAR-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,,,"","41","5","",10900147,17-MAR-23,31-DEC-49,,1,48000,99900,,,,,,
"147-MOONLIGHT",="01393918","Active",1,1,="0139391811","BO DAO THOT 3M DELAWARE-004145","A0080147",="1000730","CTY DONG DUONG SAI GON","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101003-KITCHEN TOOL","0210100303-KNIFE","","",,"No","Yes","Yes",="8936059004145",19-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,3000000,121,,,,"","41","12","",10900147,19-SEP-23,31-DEC-49,,1,136500,199000,,,,,,
"147-MOONLIGHT",="00158419","Active",3,3,="0015841933","VI 2 CAY GEL 08-SUNBEAM DO","E0240147",="2050010","CTY TNHH TMDV THIEN LONG HOAN CAU","02-HOME LINE","0250-CULTURE","025020-STATIONERY","02502001-WRITING MATERIAL","0250200101-PEN","","",,"No","Yes","Yes",="8935001807018",08-AUG-23,31-DEC-49,"No",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,100000000,121,"","1","1","",10900147,08-AUG-23,31-DEC-49,,3,10400,15900,,,,,,
"147-MOONLIGHT",="01281475","Active",1,1,="0128147511","DAO INOX GOT PRO NHON 12CM-100304","A0100147",="1000858","CTY TNHH MTV TM TRUNG PHUC","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101003-KITCHEN TOOL","0210100303-KNIFE","","",-2,"No","Yes","Yes",="8851991102615",14-JUL-23,31-DEC-49,"No",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,50000000,121,"","1","1","",20500147,14-DEC-23,26-DEC-23,128250,1,171000,239000,,,179000,1,-16,-256500
"147-MOONLIGHT",="01412447","Active",1,1,="0141244711","TV-DIA TRE GIOT NUOC DTR 78-33X24X2.5CM","A1240147",="1650009","CTY TNHH TM SX XNK PHAT THANH","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102001-DISHWARE","0210200106-MELAMINE PLATE","","",,"No","Yes","Yes",="8935206629040",06-DEC-23,31-DEC-49,"Yes",,,"","",1,Day,8,,1,,,,="",,,,2500000,121,,50000000,121,"","41","1","",20500147,15-DEC-23,26-DEC-23,,1,55395,100000,,,89000,,,
"147-MOONLIGHT",="00883217","Active",1,1,="0088321711","9633-HOP CAO 550ML MICRONWARE","A0100147",="1000858","CTY TNHH MTV TM TRUNG PHUC","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101004-FOOD STORAGE","0210100404-PLASTIC FOOD BOX","","",,"No","Yes","Yes",="8851251096333",27-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,50000000,121,"","41","6","",10909200,29-JUL-23,31-DEC-49,,1,24000,46900,,,,,,
"147-MOONLIGHT",="01178823","Active",1,1,="0117882311","36 HOP XE NHAO LON CQ524","",="","","02-HOME LINE","0230-LEISURE","023010-TOYS","02301002-BOY'S TOYS","0230100201-NORMAL BAT OPERATE CAR","","",2,"Yes","No","Yes",="8935094837657",,,"No",,,"","",,,,,,,,,="",,,,,,,,,"","","","",10900147,06-MAY-22,31-DEC-49,262200,,,399000,,,,,103,524400
"147-MOONLIGHT",="00859278","Active",1,1,="0085927811","P-DKSH-17001B MOC VUONG CHONG TH.NUOC 1.3KG-VI2","D0460147",="3004756","CÔNG TY TNHH DKSH VIỆT NAM","02-HOME LINE","0240-HOME IMPROVEMENT","024020-HARDWARE","02402001-HAND TOOL","0240200119-OTHER HAND TOOL","","",1,"Yes","Yes","Yes",="8887862044296",20-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,1000000,121,,,,"","1","1","",10900147,08-JUL-23,31-DEC-49,36000,1,36000,55000,,,,,13,36000
"147-MOONLIGHT",="00962777","Active",1,1,="0096277711","EL3751-CHAO TRIMAX XS 20CM 2D CC LIEN","A8410147",="3004953","CTY CP ELMICH","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101001-COOKWARE","0210100105-FRYING PAN","","",,"No","Yes","Yes",="8595249137515",30-NOV-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,,,"","41","10","",20500147,14-DEC-23,26-DEC-23,,1,434455,659000,,,589000,,,
"147-MOONLIGHT",="00303010","Active",1,1,="0030301011","AO GOI 50*70 COTTON HOA","B0070147",="3000365","CTY CO PHAN MAY THIEN HA","02-HOME LINE","0220-HOME FURNISHING","022010-BEDDING","02201002-PILLOW & BOLSTER","0220100202-PILLOW CASE 50*70","","",,"No","Yes","Yes",="8936040050038",22-SEP-22,31-DEC-49,"No",,,"","",1,Day,9,,1,,,,="",,,,2000000,121,,50000000,121,"","41","20","",20500147,13-DEC-23,25-DEC-23,,1,79091,116000,,,99000,,,
"147-MOONLIGHT",="01250679","Active",1,1,="0125067911","NOI HERA EL-8102 20CM ELMICH INOX LIEN KHOI-XANH","A8410147",="3004953","CTY CP ELMICH","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101001-COOKWARE","0210100101-STAINLESS POT","","",,"No","Yes","No",="8595249181020",27-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,,,"","41","8","",,,,,1,545455,,,,,,,
"147-MOONLIGHT",="01250883","Active",1,1,="0125088311","SHG1104B1 BO NOI CHAO CERAMIC TU SUNHOUSE","A0130147",="1429085","CTY CO PHAN TAP DOAN SUNHOUSE","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101001-COOKWARE","0210100104-COOKING POT SET","","",,"No","Yes","Yes",="8935259817470",30-NOV-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,,,"","41","1","",10900147,03-AUG-23,31-DEC-49,,1,1500000,2059000,,,,,,
"147-MOONLIGHT",="00431876","Active",1,1,="0043187611","KEO HOC SINH SC09/DO","E0240147",="2050010","CTY TNHH TMDV THIEN LONG HOAN CAU","02-HOME LINE","0250-CULTURE","025020-STATIONERY","02502002-SCHOOL MATERIAL","0250200203-SCISSORS","","",24,"Yes","Yes","Yes",="8935001847069",08-AUG-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,100000000,121,"","1","1","",10900147,08-AUG-23,31-DEC-49,19297.79,1,20240,34900,,,,2,90,463147.0344827592
"147-MOONLIGHT",="01231874","Active",1,1,="0123187411","COMP-NNB KHAY MUT HINH TRON 3 NGAN","A1200147",="1450257","CTY TNHH NNB","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102003-CUTLERY - TABLEWARE ACC","0210200308-TRAY","","",,"No","Yes","Yes",="6946795701132",06-DEC-23,10-FEB-24,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,50000000,121,"","41","10","",20500147,15-DEC-23,26-DEC-23,,1,84800,149000,,,135000,,,
"147-MOONLIGHT",="01379673","Active",1,1,="0137967311","DIA TRON KIEU NHAT HOA 20.32CM","A8280806",="806","SOUTHERN WAREHOUSE","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102001-DISHWARE","0210200112-PORCELAIN PLATE","","",,"No","Yes","Yes",="6941399724501",21-OCT-23,31-DEC-49,"Yes",,,"","",1,Day,8,,15,,,2,="",,,,,,,,,"","41","20","",20500147,14-DEC-23,26-DEC-23,,1,,64900,,,49000,,,
"147-MOONLIGHT",="00644122","Active",1,1,="0064412211","BONG SEN XANH-THO COM","A1510147",="3001337","CONG TY CO PHAN UNC","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102001-DISHWARE","0210200115-PORCELAIN SET","","",,"No","Yes","Yes",="8936065918429",16-NOV-22,31-DEC-49,"Yes",,,"","",1,Day,7,,1,,,,="",,,,2500000,121,,50000000,121,"","41","1","",10900147,08-JUL-23,31-DEC-49,,1,179820,275000,,,,,,
"147-MOONLIGHT",="01257656","Active",1,1,="0125765611","THU BONG CHIM CANH CUT T16","C0520147",="3004554","CTY TNHH DT VA PT TAN DINH HAO","02-HOME LINE","0230-LEISURE","023010-TOYS","02301005-PLUSH TOY","0230100502-ANIMAL PLUSH TOY","","",,"No","Yes","No",="8935293617739",10-DEC-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,2000000,121,,,,"","1","1","",,,,,1,69000,,,,,,,
"147-MOONLIGHT",="00950479","Active",1,1,="0095047911","BICH 100 MUONG GO KOKUSAI-006484","A0080147",="1000730","CTY DONG DUONG SAI GON","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102003-CUTLERY - TABLEWARE ACC","0210200303-SPOON","","",,"No","Yes","Yes",="8936059006484",16-AUG-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,3000000,121,,,,"","41","10","",10900147,16-AUG-23,31-DEC-49,,1,72200,119000,,,,,,
"147-MOONLIGHT",="01209134","Active",1,1,="0120913411","KE GAM BEP TOKYO 58,4*30*39CM INOCHI","A8340147",="3004605","CTY CP NHUA TAN PHU","02-HOME LINE","0240-HOME IMPROVEMENT","024050-FURNITURE","02405003-OTHER FURNITURE","0240500303-OTHER FURNITURES","","",5,"Yes","Yes","Yes",="8935275200089",11-MAY-22,31-DEC-49,"Yes",,,"","",1,Week,6,,1,,,,="",,,,5000000,121,,,,"","1","1","",20500147,16-DEC-23,26-DEC-23,162818,1,162818,220000,,,199000,,1210,814090
"147-MOONLIGHT",="00957656","Active",1,1,="0095765611","TM GO-SAN TRUNG TM-504","B0580147",="3006080","CTY TNHH SX GIA DUNG TUYET MAI","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101003-KITCHEN TOOL","0210100307-LADLE & SPATULAS","","",,"No","Yes","Yes",="8935263809140",23-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,7,,1,,,,="",,,,3000000,121,,,,"","41","20","",20500147,14-DEC-23,26-DEC-23,,1,21900,,,,28000,,,
"147-MOONLIGHT",="01270252","Active",1,1,="0127025211","CSC551-THOT NHUA L&L QUA TAO","A8530147",="3005248","CTY TNHH LOCK & LOCK HCM","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101003-KITCHEN TOOL","0210100305-CUTTING BOARD","","",,"No","Yes","Yes",="8935231137664",18-APR-23,31-DEC-49,"Yes",,,"","",1,Day,10,,1,,,,="",,,,3000000,121,,,,"","41","12","",10900147,09-JUL-23,31-DEC-49,,1,97300,139000,,,,,,
"147-MOONLIGHT",="00988490","Active",1,1,="0098849011","S TUI TOPS","",="","","02-HOME LINE","0250-CULTURE","025020-STATIONERY","02502005-CORRESPONDENCE","0250200509-BRAND BAG","","",304,"Yes","No","Yes",="8936050473070",,,"No",,,"","",,,,,4,101,35,,="",,,,,,,,,"","","","",10900147,25-AUG-23,31-DEC-49,7195.57,,,9500,,,,19,77,2187452.2167487672
"147-MOONLIGHT",="01267491","Active",1,1,="0126749111","72 DO CHOI NAU NUONG XZ 1014A","C0020147",="2050598","CO SO BUI DUC BAC","02-HOME LINE","0230-LEISURE","023010-TOYS","02301003-GIRLS TOYS","0230100304-KITCHEN /PARTY SET","","",,"No","Yes","Yes",="8935094839330",17-MAR-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,,,"","41","5","",10900147,17-MAR-23,31-DEC-49,,1,95000,179000,,,,,,
"147-MOONLIGHT",="01205057","Active",1,1,="0120505711","KE DA NANG 36,2*22*48,2CM NACHI PLUS INOCHI","A8340147",="3004605","CTY CP NHUA TAN PHU","02-HOME LINE","0240-HOME IMPROVEMENT","024050-FURNITURE","02405003-OTHER FURNITURE","0240500303-OTHER FURNITURES","","",1,"Yes","Yes","Yes",="8935275200041",11-MAY-22,31-DEC-49,"Yes",,,"","",1,Week,6,,1,,,,="",,,,5000000,121,,,,"","1","1","",20500147,16-DEC-23,26-DEC-23,108364,1,108364,135000,,,139000,,205,108364
"147-MOONLIGHT",="00817371","Active",1,1,="0081737111","TM INOX-VI HAP LON CESTAVAPOR","B0580147",="3006080","CTY TNHH SX GIA DUNG TUYET MAI","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101003-KITCHEN TOOL","0210100311-STEAMERS","","",,"No","Yes","Yes",="8936086241421",23-SEP-23,31-DEC-49,"No",,,"","",1,Day,7,,1,,,,="",,,,3000000,121,,,,"","1","1","",20500147,14-DEC-23,26-DEC-23,,1,59500,89900,,,79000,,,
"147-MOONLIGHT",="00659826","Active",1,1,="0065982611","RAY INOX TRON 2 LOP 14CM","B0480147",="3004959","CTY TNHH MTV XNK TM DV HUNG THUY","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101003-KITCHEN TOOL","0210100302-FILTER","","",,"No","Yes","Yes",="8935236806527",27-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,,,"","41","10","",10900147,06-MAY-22,31-DEC-49,,1,38700,51900,,,,,,
"147-MOONLIGHT",="01267476","Active",1,1,="0126747611","48 DO CHOI BONG BAN 1102","C0020147",="2050598","CO SO BUI DUC BAC","02-HOME LINE","0230-LEISURE","023010-TOYS","02301006-MIXED TOYS","0230100605-OTHER MIXED TOY","","",,"No","Yes","Yes",="8935094839187",17-MAR-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,,,"","41","5","",10900147,17-MAR-23,31-DEC-49,,1,180000,349000,,,,,,
"147-MOONLIGHT",="01407064","Active",1,1,="0140706411","KEO VUONG KIM TUYEN MO","E0090147",="1000863","CTY TNHH THAI BINH THINH VUONG","02-HOME LINE","0230-LEISURE","023060-SEASONAL","02306003-CHRISTMAS","0230600302-CHRISTMAS DECORATION","","SEASONAL;",,"No","Yes","Yes",="8935252741505",02-NOV-23,31-DEC-49,"Yes",,,"","",1,Day,9,,1,,,,="",,,,2000000,121,,,,"","1","1","",20500147,01-DEC-23,26-DEC-23,,1,4750,8900,,,5500,,,
"147-MOONLIGHT",="01380695","Active",1,1,="0138069511","COMBO 2 MUONG INOX DAU TRON TRUNG TW13-Y17","B0580147",="3006080","CTY TNHH SX GIA DUNG TUYET MAI","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102003-CUTLERY - TABLEWARE ACC","0210200303-SPOON","","",,"No","Yes","Yes",="6970209291988",16-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,7,,1,,,,="",,,,3000000,121,,,,"","41","20","",20500147,14-DEC-23,26-DEC-23,,1,42000,67900,,,52000,,,
"147-MOONLIGHT",="01412418","Active",1,1,="0141241811","TV-DIA TT DELI ICE LOVE MAU 33CM","A1960147",="3006057","CTY TNHH KINH DOANH TONG HOP 3N","02-HOME LINE","0210-HOUSEWARE","021080-SEASONAL","02108001-TRAY - CASSEROLE","0210800101-DRIED FRUIT","","",,"No","Yes","Yes",="8935341804302",06-DEC-23,31-DEC-49,"Yes",,,"","",1,Day,10,,1,,,,="",,,,2000000,121,,,,"","41","1","",20500147,15-DEC-23,26-DEC-23,,1,132778,249000,,,229000,,,
"147-MOONLIGHT",="00883222","Active",1,1,="0088322211","MICRONWARE-LUNCHBOX NHUA 900ML+390MLX2 002-003","A0100147",="1000858","CTY TNHH MTV TM TRUNG PHUC","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101004-FOOD STORAGE","0210100402-LUNCH BOX","","",,"No","Yes","Yes",="8851251050519",30-NOV-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,50000000,121,"","41","2","",10900147,26-JUL-23,31-DEC-49,,1,128260,189000,,,,,,
"147-MOONLIGHT",="00986271","Active",1,1,="0098627111","SPRIING DAO BAN TO 30CM","A1200147",="1450257","CTY TNHH NNB","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101003-KITCHEN TOOL","0210100303-KNIFE","","",19,"Yes","Yes","Yes",="8935241703675",27-APR-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,50000000,121,"","1","1","",20500147,14-DEC-23,26-DEC-23,100818.02,1,110000,150000,,,139000,2,115,1915542.300692214
"147-MOONLIGHT",="00966846","Active",1,1,="0096684611","P-TP-COC NUOC CAO AMORI 350ML","A8340147",="3004605","CTY CP NHUA TAN PHU","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102002-DRINKING WARE","0210200221-MELAMINE GLASS","","",42,"Yes","Yes","Yes",="8935275214130",25-JUN-22,31-DEC-49,"Yes",,,"","",1,Week,6,,1,,,,="",,,,5000000,121,,,,"","1","1","",10900147,08-JUL-23,31-DEC-49,12970.61,1,15750,25000,,,,6,48,544765.6047450162
"147-MOONLIGHT",="01010901","Active",1,1,="0101090111","P-SRI-PORCELINE-CHEN COM BV240-4.5","A1370147",="3000667","CTY TNHH SRITHAI (VIETNAM)","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102001-DISHWARE","0210200127-MELAMINE RICE BOWL","","",39,"Yes","Yes","Yes",="8935095062430",25-JUN-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,3000000,121,,50000000,121,"","1","1","",10900147,08-JUL-23,31-DEC-49,20982.52,1,21455,35000,,,,,512,818318.1190476201
"147-MOONLIGHT",="00967897","Active",1,1,="0096789711","P-AA-BO BINH LY TT LUMINARC TIVOLI SALTO 5 MON","A1760147",="3003938","CTY CP TM DV A AU","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102002-DRINKING WARE","0210200208-SET BOTTLE + GLASS","","",,"No","Yes","Yes",="8935295612077",12-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,,,"","1","1","",10900147,08-JUL-23,31-DEC-49,,2,181818,249900,,,,,,
"147-MOONLIGHT",="01013913","Active",1,1,="0101391311","2264-30T GIAY CD 22.5CM HAP CHIEN KOKUSAI","A0080147",="1000730","CTY DONG DUONG SAI GON","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101005-FOOD PACKAGE","0210100599-STOVE ACC","","",27,"Yes","Yes","Yes",="8936059002264",27-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,3000000,121,,,,"","41","50","",10900147,09-JUL-23,31-DEC-49,14427.34,1,14600,20000,,,,2,46,389538.060023043
"147-MOONLIGHT",="01258079","Active",1,1,="0125807911","GAU DUOI 35CM","C0340147",="1150127","DNTN KHANH MY","02-HOME LINE","0230-LEISURE","023010-TOYS","02301005-PLUSH TOY","0230100502-ANIMAL PLUSH TOY","","",0,"No","Yes","Yes",="8936130282806",16-DEC-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,,,"","1","1","",10900147,16-DEC-22,31-DEC-49,76000,1,80000,129000,,,,,0,0
"147-MOONLIGHT",="01405584","Active",1,1,="0140558411","VI DAY CHUONG 66440-31R","C0520147",="3004554","CTY TNHH DT VA PT TAN DINH HAO","02-HOME LINE","0230-LEISURE","023060-SEASONAL","02306003-CHRISTMAS","0230600302-CHRISTMAS DECORATION","","SEASONAL;",4,"Yes","Yes","Yes",="8935293623624",02-NOV-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,2000000,121,,,,"","1","1","",20500147,15-DEC-23,26-DEC-23,29700,1,29700,49900,,,33000,1,9,118800
"147-MOONLIGHT",="00968041","Active",1,1,="0096804111","HOP THUY TINH CHU NHAT NIKKO 370 ML","A8340147",="3004605","CTY CP NHUA TAN PHU","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101004-FOOD STORAGE","0210100403-GLASS FOOD BOX","","",31,"Yes","Yes","Yes",="8935275207453",30-NOV-23,31-DEC-49,"Yes",,,"","",1,Week,6,,1,,,,="",,,,5000000,121,,,,"","41","12","",10900147,09-JUL-23,31-DEC-49,34960.76,1,36429,55000,,,,1,110,1083783.4991087336
"147-MOONLIGHT",="00843201","Active",1,1,="0084320111","TM NHAT-KEO INOX FS-0848","B0580147",="3006080","CTY TNHH SX GIA DUNG TUYET MAI","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101003-KITCHEN TOOL","0210100304-SCISSORS","","",,"No","Yes","Yes",="4897003010848",27-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,7,,1,,,,="",,,,3000000,121,,,,"","41","20","",10909200,21-MAR-19,31-DEC-49,,1,28500,44900,,,,,,
"147-MOONLIGHT",="00248123","Active",1,1,="0024812311","VI 10 DOI DUA OI DEN CHOPI","A1090147",="0850362","CTY TNHH HIEN HAA1090121","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102003-CUTLERY - TABLEWARE ACC","0210200302-WOODEN CHOPSTICK","","",22,"Yes","Yes","Yes",="8936042300377",31-AUG-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,2000000,121,,,,"","1","1","",10900147,31-AUG-23,31-DEC-49,17575,1,18500,29900,,,,1,50,386650
"147-MOONLIGHT",="01414628","Active",1,1,="0141462811","TQL - GOI TUA HINH RONG","B0520147",="3005715","CONG TY TNHH TAN QUANG LAP","02-HOME LINE","0220-HOME FURNISHING","022010-BEDDING","02201005-KIDS","0220100502-KID PILLOWS","","",,"No","Yes","Yes",="2300002979808",10-DEC-23,31-DEC-49,"Yes",,,"","",1,Day,7,,1,,,,="",,,,5000000,121,,,,"","1","1","",10900147,10-DEC-23,31-DEC-49,,1,110000,200000,,,,,,
"147-MOONLIGHT",="00901634","Active",1,1,="0090163411","DAO BAO CAN NHUA15*5.5CM-KIWI217","A0100147",="1000858","CTY TNHH MTV TM TRUNG PHUC","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101003-KITCHEN TOOL","0210100306-PEELING,CHOPPING,SHARPEN","","",,"No","Yes","Yes",="8851130050753",27-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,50000000,121,"","41","12","",10900147,06-MAY-22,31-DEC-49,,1,74000,119000,,,,,,
"147-MOONLIGHT",="01250268","Active",1,1,="0125026811","BO 2 HOP GIA VI TRITAN YOKO","A8340147",="3004605","CTY CP NHUA TAN PHU","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101004-FOOD STORAGE","0210100401-SPICE BOX","","",6,"Yes","Yes","Yes",="8935275211375",30-NOV-23,31-DEC-49,"Yes",,,"","",1,Week,6,,1,,,,="",,,,5000000,121,,,,"","41","1","",10900147,02-AUG-23,31-DEC-49,57373,1,84372,129000,,,,,246,344238
"147-MOONLIGHT",="00158419","Active",4,4,="0015841944","VI 2 CAY GEL 08-SUNBEAM DEN","E0240147",="2050010","CTY TNHH TMDV THIEN LONG HOAN CAU","02-HOME LINE","0250-CULTURE","025020-STATIONERY","02502001-WRITING MATERIAL","0250200101-PEN","","",,"No","Yes","Yes",="8935001807025",08-AUG-23,31-DEC-49,"No",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,100000000,121,"","1","1","",10900147,08-AUG-23,31-DEC-49,,4,10400,15900,,,,,,
"147-MOONLIGHT",="00592786","Active",1,1,="0059278611","ONG DUA MUONG MA VANG HZY-938","B0580147",="3006080","CTY TNHH SX GIA DUNG TUYET MAI","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102003-CUTLERY - TABLEWARE ACC","0210200307-TOOTHPICK/PAPER/CHOPSTICK HOLDER","","",,"No","Yes","Yes",="8935263805074",16-SEP-23,31-DEC-49,"No",,,"","",1,Day,7,,1,,,,="",,,,3000000,121,,,,"","41","20","",10900147,06-MAY-22,31-DEC-49,,1,47300,69900,,,,,,
"147-MOONLIGHT",="00339634","Active",1,1,="0033963411","VI 2 CUC GOM E-09","E0240147",="2050010","CTY TNHH TMDV THIEN LONG HOAN CAU","02-HOME LINE","0250-CULTURE","025020-STATIONERY","02502001-WRITING MATERIAL","0250200115-CORRECTION PEN & ERASER-RULER","","",,"No","Yes","Yes",="8935001847137",08-AUG-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,100000000,121,"","1","1","",10900147,08-AUG-23,31-DEC-49,,1,5100,7900,,,,,,
"147-MOONLIGHT",="00834248","Active",1,1,="0083424811","BINH GN INOX WISDOM 0,5L","A1270147",="2050262","CONG TY TNHH TRUNG HUY","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102002-DRINKING WARE","0210200211-THERMOS","","",,"No","Yes","Yes",="8851991126352",12-MAY-22,31-DEC-49,"No",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,100000000,121,"","1","1","",10900147,05-OCT-23,31-DEC-49,,1,313000,479000,,,,,,
"147-MOONLIGHT",="00869121","Active",1,1,="0086912111","EV-TRIMAX NOI INOX 3LOP DAY LIEN 16CM ELMICH","A8410147",="3004953","CTY CP ELMICH","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101001-COOKWARE","0210100101-STAINLESS POT","","",,"No","Yes","Yes",="8595249137317",30-NOV-23,31-DEC-49,"No",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,,,"","1","1","",10900147,06-MAY-22,31-DEC-49,,1,434455,689000,,,,,,
"147-MOONLIGHT",="00251522","Active",6,6,="0025152266","LO 5 BUT BI TL 08 DO","E0240147",="2050010","CTY TNHH TMDV THIEN LONG HOAN CAU","02-HOME LINE","0250-CULTURE","025020-STATIONERY","02502001-WRITING MATERIAL","0250200101-PEN","","",,"No","Yes","Yes",="8935001805953",08-AUG-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,100000000,121,"","1","1","",10900147,08-AUG-23,31-DEC-49,,6,15700,22900,,,,,,
"147-MOONLIGHT",="01255421","Active",3,3,="0125542133","QP-KHAN FHN3 34X78 80G-XANH","B0080147",="3000582","CTY CO PHAN DET GIA DUNG PHONG PHU","02-HOME LINE","0220-HOME FURNISHING","022020-BATHROOM","02202001-TOWELS","0220200101-LOT OF TOWELS","","",,"No","Yes","Yes",="8934976205669",22-NOV-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,4000000,121,,200000000,121,"","1","1","",20500147,13-DEC-23,25-DEC-23,,3,20500,,,,29000,,,
